file_instance_id,content_id,file_name,relative_path,file_size_bytes,modified_time_utc,page_count,extracted_char_count,average_chars_per_page,extraction_status,needs_ocr,extraction_error,pdf_title,pdf_author,file_sha256,normalized_text_sha256,ad_number,base_ad_number,revision_number,is_emergency,is_correction,correction_date_raw,correction_date,issue_date_raw,issue_date,ad_number_source,ad_number_confidence,is_airbus_sas_detected,supersedes_ad_numbers,supersedure_evidence,review_flags,exact_binary_group,exact_text_group,duplicate_type,duplicate_of,safe_duplicate_candidate,logical_version_key,family_file_count,family_version_count,version_order,version_label,previous_version,next_version,latest_version,is_latest_version,has_revision_history,superseded_by_ad_numbers,requires_manual_review
2e3f0b408c8ee85d,5bdb763735b481e2,2009-0113R1__AD_2009-0113R1_2__easa_ad_2009_0113_revised.pdf,2009-0113R1__AD_2009-0113R1_2__easa_ad_2009_0113_revised.pdf,245037,2026-07-13T10:23:44+00:00,2,7413,3706.5,ok,False,,Microsoft Word - AD 2009-0113 [Task 2009.148] Airbus A380 MFTF#4_ARS_57-0004.doc,capacma,5bdb763735b481e2af1d6b9c970b69671c06debbf56ba9af3aa7b6edbcb83771,14b23a3b2d1cd9d8297532b4587df2c94d3748545d200eb007bc02bee052a7da,2009-0113,2009-0113,0,False,False,,,27 May 2009,2009-05-27,pdf_header_filename_mismatch,0.75,True,,,ad_number_header_filename_mismatch,,,,,False,2009-0113|UNCORRECTED,2,2,1,2009-0113,,2009-0113R1,2009-0113R1,False,True,,True
